Model;Query;Result;Verification Time;Memory Usage;Discovered States;Explored States;Stored States;Query Property;Extra Tokens;Verification Method;Symmetry;Search Order;Approximation Method;Approximation Constant
Geant2001.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2001.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P25 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P25 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2009.tapn;Reach_P20;Satisfied;0.021 s;N/A;6;3;5;AG (!(deadlock) or Routings.P20 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2009.tapn;Waypoint_P4_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P4_visited.P4_visited >= 1 or Routings.P20 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2009.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2009.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P20 >= 1) and (P4_visited.P4_visited >= 1 or Routings.P20 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2010.tapn;Reach_P14;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P14 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2010.tapn;Waypoint_P2_visited;Satisfied;0.022 s;N/A;6;3;5;AG (P2_visited.P2_visited >= 1 or Routings.P14 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2010.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2010.tapn;All3;Satisfied;0.021 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P14 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P14 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2012.tapn;Reach_P29;Satisfied;0.025 s;N/A;6;3;5;AG (!(deadlock) or Routings.P29 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2012.tapn;Waypoint_P2_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P2_visited.P2_visited >= 1 or Routings.P29 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2012.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Geant2012.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P29 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P29 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Getnet.tapn;Reach_P6;Satisfied;0.031 s;N/A;6;3;5;AG (!(deadlock) or Routings.P6 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Getnet.tapn;Waypoint_P1_visited;Satisfied;0.024 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P6 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Getnet.tapn;LoopFree;Satisfied;0.02 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Getnet.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P6 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P6 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globalcenter.tapn;Reach_P8;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P8 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globalcenter.tapn;Waypoint_P1_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P8 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globalcenter.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globalcenter.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P8 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P8 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globenet.tapn;Reach_P54;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P54 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globenet.tapn;Waypoint_P34_visited;Satisfied;0.028 s;N/A;7;3;6;AG (P34_visited.P34_visited >= 1 or Routings.P54 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globenet.tapn;LoopFree;Satisfied;0.03 s;N/A;7;3;6;AG P8_visited.P8_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Globenet.tapn;All3;Satisfied;0.029 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P54 >= 1) and (P34_visited.P34_visited >= 1 or Routings.P54 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Goodnet.tapn;Reach_P16;Satisfied;0.029 s;N/A;7;3;6;AG (!(deadlock) or Routings.P16 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Goodnet.tapn;Waypoint_P3_visited;Satisfied;0.029 s;N/A;7;3;6;AG (P3_visited.P3_visited >= 1 or Routings.P16 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Goodnet.tapn;LoopFree;Satisfied;0.027 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Goodnet.tapn;All3;Satisfied;0.026 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P16 >= 1) and (P3_visited.P3_visited >= 1 or Routings.P16 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Gridnet.tapn;Reach_P7;Satisfied;0.027 s;N/A;6;3;5;AG (!(deadlock) or Routings.P7 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Gridnet.tapn;Waypoint_P2_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P2_visited.P2_visited >= 1 or Routings.P7 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Gridnet.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Gridnet.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P7 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P7 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Grnet.tapn;Reach_P36;Satisfied;0.032 s;N/A;6;3;5;AG (!(deadlock) or Routings.P36 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Grnet.tapn;Waypoint_P34_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P34_visited.P34_visited >= 1 or Routings.P36 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Grnet.tapn;LoopFree;Satisfied;0.025 s;N/A;6;3;5;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Grnet.tapn;All3;Satisfied;0.03 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P36 >= 1) and (P34_visited.P34_visited >= 1 or Routings.P36 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsCe.tapn;Reach_P147;Satisfied;0.026 s;N/A;9;3;8;AG (!(deadlock) or Routings.P147 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsCe.tapn;Waypoint_P112_visited;Satisfied;0.029 s;N/A;9;3;8;AG (P112_visited.P112_visited >= 1 or Routings.P147 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsCe.tapn;LoopFree;Satisfied;0.03 s;N/A;9;3;8;AG P29_visited.P29_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsCe.tapn;All3;Satisfied;0.028 s;N/A;9;3;8;AG ((!(deadlock) or Routings.P147 >= 1) and (P112_visited.P112_visited >= 1 or Routings.P147 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsRomania.tapn;Reach_P19;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P19 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsRomania.tapn;Waypoint_P18_visited;Satisfied;0.021 s;N/A;7;3;6;AG (P18_visited.P18_visited >= 1 or Routings.P19 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsRomania.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsRomania.tapn;All3;Satisfied;0.026 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P19 >= 1) and (P18_visited.P18_visited >= 1 or Routings.P19 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsSlovakia.tapn;Reach_P31;Satisfied;0.027 s;N/A;7;3;6;AG (!(deadlock) or Routings.P31 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsSlovakia.tapn;Waypoint_P28_visited;Satisfied;0.026 s;N/A;7;3;6;AG (P28_visited.P28_visited >= 1 or Routings.P31 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsSlovakia.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P6_visited.P6_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
GtsSlovakia.tapn;All3;Satisfied;0.027 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P31 >= 1) and (P28_visited.P28_visited >= 1 or Routings.P31 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Harnet.tapn;Reach_P20;Satisfied;0.023 s;N/A;7;3;6;AG (!(deadlock) or Routings.P20 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Harnet.tapn;Waypoint_P2_visited;Satisfied;0.026 s;N/A;7;3;6;AG (P2_visited.P2_visited >= 1 or Routings.P20 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Harnet.tapn;LoopFree;Satisfied;0.024 s;N/A;7;3;6;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Harnet.tapn;All3;Satisfied;0.028 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P20 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P20 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Heanet.tapn;Reach_P6;Satisfied;0.028 s;N/A;7;3;6;AG (!(deadlock) or Routings.P6 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Heanet.tapn;Waypoint_P2_visited;Satisfied;0.022 s;N/A;7;3;6;AG (P2_visited.P2_visited >= 1 or Routings.P6 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Heanet.tapn;LoopFree;Satisfied;0.023 s;N/A;7;3;6;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Heanet.tapn;All3;Satisfied;0.026 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P6 >= 1) and (P2_visited.P2_visited >= 1 or Routings.P6 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaCanada.tapn;Reach_P10;Satisfied;0.024 s;N/A;7;3;6;AG (!(deadlock) or Routings.P10 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaCanada.tapn;Waypoint_P5_visited;Satisfied;0.022 s;N/A;7;3;6;AG (P5_visited.P5_visited >= 1 or Routings.P10 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaCanada.tapn;LoopFree;Satisfied;0.027 s;N/A;7;3;6;AG P3_visited.P3_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaCanada.tapn;All3;Satisfied;0.025 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P10 >= 1) and (P5_visited.P5_visited >= 1 or Routings.P10 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaGlobal.tapn;Reach_P44;Satisfied;0.03 s;N/A;10;3;9;AG (!(deadlock) or Routings.P44 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaGlobal.tapn;Waypoint_P38_visited;Satisfied;0.03 s;N/A;10;3;9;AG (P38_visited.P38_visited >= 1 or Routings.P44 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaGlobal.tapn;LoopFree;Satisfied;0.026 s;N/A;10;3;9;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaGlobal.tapn;All3;Satisfied;0.03 s;N/A;10;3;9;AG ((!(deadlock) or Routings.P44 >= 1) and (P38_visited.P38_visited >= 1 or Routings.P44 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaNireland.tapn;Reach_P17;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P17 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaNireland.tapn;Waypoint_P4_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P4_visited.P4_visited >= 1 or Routings.P17 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaNireland.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P3_visited.P3_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaNireland.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P17 >= 1) and (P4_visited.P4_visited >= 1 or Routings.P17 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaUs.tapn;Reach_P21;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P21 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaUs.tapn;Waypoint_P15_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P15_visited.P15_visited >= 1 or Routings.P21 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaUs.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HiberniaUs.tapn;All3;Satisfied;0.022 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P21 >= 1) and (P15_visited.P15_visited >= 1 or Routings.P21 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Highwinds.tapn;Reach_P17;Satisfied;0.028 s;N/A;6;3;5;AG (!(deadlock) or Routings.P17 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Highwinds.tapn;Waypoint_P9_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P9_visited.P9_visited >= 1 or Routings.P17 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Highwinds.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Highwinds.tapn;All3;Satisfied;0.024 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P17 >= 1) and (P9_visited.P9_visited >= 1 or Routings.P17 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HostwayInternational.tapn;Reach_P10;Satisfied;0.026 s;N/A;6;3;5;AG (!(deadlock) or Routings.P10 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HostwayInternational.tapn;Waypoint_P4_visited;Satisfied;0.021 s;N/A;6;3;5;AG (P4_visited.P4_visited >= 1 or Routings.P10 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HostwayInternational.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HostwayInternational.tapn;All3;Satisfied;0.027 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P10 >= 1) and (P4_visited.P4_visited >= 1 or Routings.P10 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HurricaneElectric.tapn;Reach_P21;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P21 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HurricaneElectric.tapn;Waypoint_P9_visited;Satisfied;0.027 s;N/A;7;3;6;AG (P9_visited.P9_visited >= 1 or Routings.P21 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HurricaneElectric.tapn;LoopFree;Satisfied;0.022 s;N/A;7;3;6;AG P4_visited.P4_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
HurricaneElectric.tapn;All3;Satisfied;0.024 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P21 >= 1) and (P9_visited.P9_visited >= 1 or Routings.P21 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ibm.tapn;Reach_P16;Satisfied;0.029 s;N/A;10;3;9;AG (!(deadlock) or Routings.P16 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ibm.tapn;Waypoint_P4_visited;Satisfied;0.028 s;N/A;10;3;9;AG (P4_visited.P4_visited >= 1 or Routings.P16 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ibm.tapn;LoopFree;Satisfied;0.028 s;N/A;10;3;9;AG P2_visited.P2_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ibm.tapn;All3;Satisfied;0.029 s;N/A;10;3;9;AG ((!(deadlock) or Routings.P16 >= 1) and (P4_visited.P4_visited >= 1 or Routings.P16 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iij.tapn;Reach_P32;Satisfied;0.028 s;N/A;6;3;5;AG (!(deadlock) or Routings.P32 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iij.tapn;Waypoint_P19_visited;Satisfied;0.023 s;N/A;6;3;5;AG (P19_visited.P19_visited >= 1 or Routings.P32 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iij.tapn;LoopFree;Satisfied;0.021 s;N/A;6;3;5;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iij.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P32 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P32 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iinet.tapn;Reach_P30;Satisfied;0.026 s;N/A;7;3;6;AG (!(deadlock) or Routings.P30 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iinet.tapn;Waypoint_P24_visited;Satisfied;0.025 s;N/A;7;3;6;AG (P24_visited.P24_visited >= 1 or Routings.P30 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iinet.tapn;LoopFree;Satisfied;0.021 s;N/A;7;3;6;AG P6_visited.P6_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Iinet.tapn;All3;Satisfied;0.024 s;N/A;7;3;6;AG ((!(deadlock) or Routings.P30 >= 1) and (P24_visited.P24_visited >= 1 or Routings.P30 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Integra.tapn;Reach_P26;Satisfied;0.029 s;N/A;6;3;5;AG (!(deadlock) or Routings.P26 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Integra.tapn;Waypoint_P19_visited;Satisfied;0.025 s;N/A;6;3;5;AG (P19_visited.P19_visited >= 1 or Routings.P26 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Integra.tapn;LoopFree;Satisfied;0.022 s;N/A;6;3;5;AG P17_visited.P17_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Integra.tapn;All3;Satisfied;0.025 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P26 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P26 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intellifiber.tapn;Reach_P59;Satisfied;0.028 s;N/A;12;3;11;AG (!(deadlock) or Routings.P59 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intellifiber.tapn;Waypoint_P19_visited;Satisfied;0.03 s;N/A;12;3;11;AG (P19_visited.P19_visited >= 1 or Routings.P59 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intellifiber.tapn;LoopFree;Satisfied;0.027 s;N/A;12;3;11;AG P18_visited.P18_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intellifiber.tapn;All3;Satisfied;0.032 s;N/A;12;3;11;AG ((!(deadlock) or Routings.P59 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P59 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internetmci.tapn;Reach_P18;Satisfied;0.028 s;N/A;6;3;5;AG (!(deadlock) or Routings.P18 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internetmci.tapn;Waypoint_P1_visited;Satisfied;0.026 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P18 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internetmci.tapn;LoopFree;Satisfied;0.026 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internetmci.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P18 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P18 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internode.tapn;Reach_P62;Satisfied;0.035 s;N/A;6;3;5;AG (!(deadlock) or Routings.P62 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internode.tapn;Waypoint_P19_visited;Satisfied;0.024 s;N/A;6;3;5;AG (P19_visited.P19_visited >= 1 or Routings.P62 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internode.tapn;LoopFree;Satisfied;0.023 s;N/A;6;3;5;AG P1_visited.P1_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Internode.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P62 >= 1) and (P19_visited.P19_visited >= 1 or Routings.P62 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Interoute.tapn;Reach_P60;Satisfied;0.028 s;N/A;6;3;5;AG (!(deadlock) or Routings.P60 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Interoute.tapn;Waypoint_P59_visited;Satisfied;0.027 s;N/A;6;3;5;AG (P59_visited.P59_visited >= 1 or Routings.P60 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Interoute.tapn;LoopFree;Satisfied;0.024 s;N/A;6;3;5;AG P14_visited.P14_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Interoute.tapn;All3;Satisfied;0.026 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P60 >= 1) and (P59_visited.P59_visited >= 1 or Routings.P60 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intranetwork.tapn;Reach_P38;Satisfied;0.028 s;N/A;6;3;5;AG (!(deadlock) or Routings.P38 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intranetwork.tapn;Waypoint_P1_visited;Satisfied;0.029 s;N/A;6;3;5;AG (P1_visited.P1_visited >= 1 or Routings.P38 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intranetwork.tapn;LoopFree;Satisfied;0.026 s;N/A;6;3;5;AG P0_visited.P0_visited < 2;5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Intranetwork.tapn;All3;Satisfied;0.027 s;N/A;6;3;5;AG ((!(deadlock) or Routings.P38 >= 1) and (P1_visited.P1_visited >= 1 or Routings.P38 = 0));5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ion.tapn;Reach_P122;Satisfied;0.03 s;N/A;12;3;11;AG (!(deadlock) or Routings.P122 >= 1);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
Ion.tapn;Waypoint_P121_visited;Satisfied;0.031 s;N/A;12;3;11;AG (P121_visited.P121_visited >= 1 or Routings.P122 = 0);5;E: TAPAAL Discrete Engine Engine w. PTries;Yes;Depth First Search;None;2
